Date,Open,High,Low,Close,Volume
2020-02-10,1474.32,1509.5,1474.32,1508.68,1419900
2020-02-11,1511.81,1529.63,1505.64,1508.79,1344600
2020-02-12,1514.48,1520.69,1508.11,1518.27,1167600
2020-02-13,1512.69,1527.18,1504.6,1514.66,929500
2020-02-14,1515.6,1520.74,1507.34,1520.74,1197800
2020-02-18,1515.0,1531.63,1512.59,1519.67,1120700
2020-02-19,1525.07,1532.11,1521.4,1526.69,949300
2020-02-20,1522.0,1529.64,1506.82,1518.15,1096600
2020-02-21,1508.03,1512.21,1480.44,1485.11,1731700
2020-02-24,1426.11,1436.97,1411.39,1421.59,2867100
2020-02-25,1433.0,1438.14,1382.4,1388.45,2478300
2020-02-26,1396.14,1415.7,1379.0,1393.18,2202400
2020-02-27,1362.06,1371.7,1317.17,1318.09,2971100
2020-02-28,1277.5,1341.14,1271.0,1339.33,3790600
2020-03-02,1351.61,1390.87,1326.81,1389.11,2431500
2020-03-03,1399.42,1410.15,1332.0,1341.39,2402300
2020-03-04,1359.23,1388.09,1343.11,1386.52,1913300
2020-03-05,1350.2,1358.91,1305.1,1319.04,2561300
2020-03-06,1277.06,1306.22,1261.05,1298.41,2660600
2020-03-09,1205.3,1254.76,1200.0,1215.56,3365400
2020-03-10,1260.0,1281.15,1218.77,1280.39,2611400
2020-03-11,1249.7,1260.96,1196.07,1215.41,2608500
2020-03-12,1126.0,1193.87,1113.3,1114.91,4226700
2020-03-13,1179.0,1219.76,1117.14,1219.73,3700100
2020-03-16,1096.0,1152.27,1074.44,1084.33,4252400
2020-03-17,1093.11,1130.86,1056.01,1119.8,3861500
2020-03-18,1056.51,1106.5,1037.28,1096.8,4233400
2020-03-19,1093.05,1157.97,1060.11,1115.29,3651100
2020-03-20,1135.72,1143.99,1065.49,1072.32,3601800
2020-03-23,1061.32,1071.32,1013.54,1056.62,4044100
2020-03-24,1103.77,1135.0,1090.62,1134.46,3344500
2020-03-25,1126.47,1148.9,1086.01,1102.49,4081500
2020-03-26,1111.8,1169.97,1093.53,1161.75,3571700
2020-03-27,1125.67,1150.67,1105.91,1110.71,3208500
2020-03-30,1125.04,1151.63,1096.48,1146.82,2574100
2020-03-31,1147.3,1175.31,1138.14,1162.81,2486400
2020-04-01,1122.0,1129.69,1097.45,1105.62,2344200
2020-04-02,1098.26,1126.86,1096.4,1120.84,1964900
2020-04-03,1119.02,1123.54,1079.81,1097.88,2313400
2020-04-06,1138.0,1194.66,1130.94,1186.92,2664700
2020-04-07,1221.0,1225.0,1182.23,1186.51,2387300
2020-04-08,1206.5,1219.07,1188.16,1210.28,1975100
2020-04-09,1224.08,1225.57,1196.73,1211.45,2175400
2020-04-13,1209.18,1220.51,1187.6,1217.56,1739800
2020-04-14,1245.09,1282.07,1236.93,1269.23,2470400
2020-04-15,1245.61,1280.46,1240.4,1262.47,1671700
2020-04-16,1274.1,1279.0,1242.62,1263.47,2518100
2020-04-17,1284.85,1294.43,1271.23,1283.25,1949000
